SubjectEntity,relation,ObjectEntity
Maine,StateSharesBorderState,['new brunswick']
Marche,StateSharesBorderState,['abruzzo']
Marche,StateSharesBorderState,['lazio']
Marche,StateSharesBorderState,['umbria']
Marche,StateSharesBorderState,['tuscany']
Marche,StateSharesBorderState,['emilia-romagna']
Mecklenburg-western pomerania,StateSharesBorderState,['brandenburg']
Mecklenburg-western pomerania,StateSharesBorderState,"['pomeranian', 'west pomeranian voivodeship']"
Mecklenburg-western pomerania,StateSharesBorderState,"['lower saxony', 'saxony']"
Mecklenburg-western pomerania,StateSharesBorderState,['schleswig-holstein']
Mexico city,StateSharesBorderState,"['state of mexico', 'mexico']"
Mexico city,StateSharesBorderState,['morelos']
Michigan,StateSharesBorderState,['ontario']
Michigan,StateSharesBorderState,['indiana']
Michigan,StateSharesBorderState,['ohio']
Michigan,StateSharesBorderState,['illinois']
Michigan,StateSharesBorderState,['wisconsin']
Michigan,StateSharesBorderState,['minnesota']
Minnesota,StateSharesBorderState,['wisconsin']
Minnesota,StateSharesBorderState,"['dakota', 'south dakota']"
Minnesota,StateSharesBorderState,"['north dakota', 'dakota']"
Minnesota,StateSharesBorderState,['michigan']
Minnesota,StateSharesBorderState,['manitoba']
Minnesota,StateSharesBorderState,['iowa']
Minnesota,StateSharesBorderState,['ontario']
Miyagi prefecture,StateSharesBorderState,"['fukushima prefecture', 'fukushima']"
Miyagi prefecture,StateSharesBorderState,['yamagata']
Miyagi prefecture,StateSharesBorderState,"['iwate prefecture', 'iwate']"
Miyagi prefecture,StateSharesBorderState,"['akita prefecture', 'akita']"
Molise,StateSharesBorderState,['lazio']
Molise,StateSharesBorderState,['abruzzo']
Molise,StateSharesBorderState,['apulia']
Molise,StateSharesBorderState,['campania']
Montana,StateSharesBorderState,"['dakota', 'south dakota']"
Montana,StateSharesBorderState,['wyoming']
Montana,StateSharesBorderState,['idaho']
Montana,StateSharesBorderState,['saskatchewan']
Montana,StateSharesBorderState,['british columbia']
Montana,StateSharesBorderState,['alberta']
Montana,StateSharesBorderState,"['north dakota', 'dakota']"
Møre og romsdal,StateSharesBorderState,['vestland']
Møre og romsdal,StateSharesBorderState,['oppland']
Møre og romsdal,StateSharesBorderState,['innlandet']
Møre og romsdal,StateSharesBorderState,"['sor-trondelag', 'sør-trøndelag']"
Møre og romsdal,StateSharesBorderState,"['trøndelag', 'trondelag']"
Møre og romsdal,StateSharesBorderState,['sogn og fjordane']
Navarre,StateSharesBorderState,['basque autonomous community']
Navarre,StateSharesBorderState,['aragon']
Navarre,StateSharesBorderState,['nouvelle-aquitaine']
Navarre,StateSharesBorderState,['la rioja']
Nevada,StateSharesBorderState,['california']
Nevada,StateSharesBorderState,['arizona']
Nevada,StateSharesBorderState,['oregon']
Nevada,StateSharesBorderState,['utah']
Nevada,StateSharesBorderState,['idaho']
New york,StateSharesBorderState,['vermont']
New york,StateSharesBorderState,['ontario']
New york,StateSharesBorderState,['pennsylvania']
New york,StateSharesBorderState,['connecticut']
New york,StateSharesBorderState,['quebec']
New york,StateSharesBorderState,['massachusetts']
New york,StateSharesBorderState,['new jersey']
Nordland,StateSharesBorderState,"['nord-trøndelag', 'nord-trondelag']"
Nordland,StateSharesBorderState,['troms']
Nordland,StateSharesBorderState,['troms og finnmark fylke']
Nordland,StateSharesBorderState,"['norrbotten county', 'norrbotten']"
Nordland,StateSharesBorderState,"['vasterbotten', 'västerbotten county']"
Nordland,StateSharesBorderState,"['trøndelag', 'trondelag']"
Oklahoma,StateSharesBorderState,['colorado']
Oklahoma,StateSharesBorderState,['arkansas']
Oklahoma,StateSharesBorderState,['missouri']
Oklahoma,StateSharesBorderState,['kansas']
Oklahoma,StateSharesBorderState,"['new mexico', 'mexico']"
Oklahoma,StateSharesBorderState,['texas']
Oregon,StateSharesBorderState,['washington']
Oregon,StateSharesBorderState,['nevada']
Oregon,StateSharesBorderState,['idaho']
Oregon,StateSharesBorderState,['california']
Ostrobothnia,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Ostrobothnia,StateSharesBorderState,"['ostrobothnia', 'central ostrobothnia']"
Ostrobothnia,StateSharesBorderState,['satakunta']
Pennsylvania,StateSharesBorderState,"['virginia', 'west virginia']"
Pennsylvania,StateSharesBorderState,['ohio']
Pennsylvania,StateSharesBorderState,['new jersey']
Pennsylvania,StateSharesBorderState,['delaware']
Pennsylvania,StateSharesBorderState,['new york']
Pennsylvania,StateSharesBorderState,['ontario']
Pennsylvania,StateSharesBorderState,['maryland']
Pirkanmaa,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Pirkanmaa,StateSharesBorderState,"['finland', 'central finland']"
Pirkanmaa,StateSharesBorderState,['tavastia proper']
Pirkanmaa,StateSharesBorderState,['satakunta']
Pirkanmaa,StateSharesBorderState,['finland proper']
Pirkanmaa,StateSharesBorderState,"['paijanne tavastia', 'päijänne tavastia']"
Pécs,StateSharesBorderState,"['orfű', 'orfu']"
Pécs,StateSharesBorderState,"['keszu', 'keszü']"
Pécs,StateSharesBorderState,"['pécsudvard', 'pecsudvard']"
Pécs,StateSharesBorderState,"['bogád', 'bogad']"
Pécs,StateSharesBorderState,"['nagykozár', 'nagykozar']"
Pécs,StateSharesBorderState,"['cserkút', 'cserkut']"
Pécs,StateSharesBorderState,"['kozármisleny', 'kozarmisleny']"
Region of murcia,StateSharesBorderState,['andalusia']
Region of murcia,StateSharesBorderState,['castile-la mancha']
Region of murcia,StateSharesBorderState,"['land of valencia', 'valenciana']"
Region of murcia,StateSharesBorderState,"['comunidad valenciana', 'valenciana']"
Region of murcia,StateSharesBorderState,['new castile']
Rogaland,StateSharesBorderState,['vestland']
Rogaland,StateSharesBorderState,['vestfold og telemark']
Rogaland,StateSharesBorderState,['agder']
Rogaland,StateSharesBorderState,['hordaland']
Rogaland,StateSharesBorderState,['vest-agder']
Rogaland,StateSharesBorderState,['aust-agder']
Rogaland,StateSharesBorderState,['telemark']
Saarland,StateSharesBorderState,['luxembourg']
Saarland,StateSharesBorderState,['lorraine']
Saarland,StateSharesBorderState,['rhineland-palatinate']
Saarland,StateSharesBorderState,['moselle']
Saint petersburg,StateSharesBorderState,['leningrad oblast']
Saint petersburg,StateSharesBorderState,"['kirishsky district', 'kirishsky']"
Saint petersburg,StateSharesBorderState,"['vyborgsky district', 'vyborgsky']"
Saint petersburg,StateSharesBorderState,"['lomonosovsky district', 'lomonosovsky']"
Saint petersburg,StateSharesBorderState,"['vsevolozhsky', 'vsevolozhsky district']"
Saint petersburg,StateSharesBorderState,"['tosnensky', 'tosnensky district']"
Saint petersburg,StateSharesBorderState,"['gatchinsky district', 'gatchinsky']"
Salzburg,StateSharesBorderState,['carinthia']
Salzburg,StateSharesBorderState,['styria']
Salzburg,StateSharesBorderState,['upper austria']
Salzburg,StateSharesBorderState,['tyrol']
Salzburg,StateSharesBorderState,"['tyrol', 'south tyrol']"
Salzburg,StateSharesBorderState,['trentino-south tyrol']
Salzburg,StateSharesBorderState,['bavaria']
San marino,StateSharesBorderState,['chiesanuova']
San marino,StateSharesBorderState,['fiorentino']
San marino,StateSharesBorderState,['acquaviva']
San marino,StateSharesBorderState,['borgo maggiore']
San marino,StateSharesBorderState,['san leo']
Satakunta,StateSharesBorderState,"['southern ostrobothnia', 'ostrobothnia']"
Satakunta,StateSharesBorderState,['ostrobothnia']
Satakunta,StateSharesBorderState,['finland proper']
Satakunta,StateSharesBorderState,['pirkanmaa']
Saxony-anhalt,StateSharesBorderState,"['lower saxony', 'saxony']"
Saxony-anhalt,StateSharesBorderState,['saxony']
Saxony-anhalt,StateSharesBorderState,['thuringia']
Saxony-anhalt,StateSharesBorderState,['brandenburg']
Schwyz,StateSharesBorderState,"['canton of lucerne', 'lucerne']"
Schwyz,StateSharesBorderState,['uri']
Schwyz,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Schwyz,StateSharesBorderState,['canton of glarus']
Schwyz,StateSharesBorderState,['obwalden']
Schwyz,StateSharesBorderState,"['canton of zug', 'zug']"
Schwyz,StateSharesBorderState,"['canton of zürich', 'zurich']"
Schwyz,StateSharesBorderState,['nidwalden']
Tarapacá region,StateSharesBorderState,"['oruro department', 'oruro']"
Tarapacá region,StateSharesBorderState,"['potosi', 'potosí department']"
Tarapacá region,StateSharesBorderState,"['antofagasta region', 'antofagasta']"
Tarapacá region,StateSharesBorderState,"['arica y parinacota', 'arica y parinacota region']"
Tennessee,StateSharesBorderState,['arkansas']
Tennessee,StateSharesBorderState,['kentucky']
Tennessee,StateSharesBorderState,['mississippi']
Tennessee,StateSharesBorderState,['missouri']
Tennessee,StateSharesBorderState,['georgia']
Tennessee,StateSharesBorderState,['alabama']
Tennessee,StateSharesBorderState,['virginia']
Tennessee,StateSharesBorderState,"['north carolina', 'carolina']"
Texas,StateSharesBorderState,['oklahoma']
Texas,StateSharesBorderState,['arkansas']
Texas,StateSharesBorderState,['louisiana']
Texas,StateSharesBorderState,['coahuila']
Texas,StateSharesBorderState,"['tamaulipas', 'tamaulipas state']"
Texas,StateSharesBorderState,"['new mexico', 'mexico']"
Texas,StateSharesBorderState,['chihuahua']
Texas,StateSharesBorderState,"['nuevo león', 'nuevo leon', 'leon']"
Thurgau,StateSharesBorderState,"['baden-wurttemberg', 'baden-württemberg']"
Thurgau,StateSharesBorderState,"['canton of schaffhausen', 'schaffhausen']"
Thurgau,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Thurgau,StateSharesBorderState,"['canton of zürich', 'zurich']"
Tochigi prefecture,StateSharesBorderState,"['fukushima prefecture', 'fukushima']"
Tochigi prefecture,StateSharesBorderState,"['ibaraki prefecture', 'ibaraki']"
Tochigi prefecture,StateSharesBorderState,"['saitama prefecture', 'saitama']"
Tochigi prefecture,StateSharesBorderState,"['gunma', 'gunma prefecture']"
Tuscany,StateSharesBorderState,['marche']
Tuscany,StateSharesBorderState,['emilia-romagna']
Tuscany,StateSharesBorderState,['lazio']
Tuscany,StateSharesBorderState,['liguria']
Tuscany,StateSharesBorderState,['umbria']
Tyrol,StateSharesBorderState,['salzburg']
Tyrol,StateSharesBorderState,['vorarlberg']
Tyrol,StateSharesBorderState,['carinthia']
