SubjectEntity,relation,ObjectEntity
Renault,CompanySubsidiary,['avtovaz']
Renault,CompanySubsidiary,['renault samsung motors']
Renault,CompanySubsidiary,"['renault group', 'renault']"
Renault,CompanySubsidiary,['rci banque']
Renault,CompanySubsidiary,['berliet']
Renault,CompanySubsidiary,['saviem']
Peugeot,CompanySubsidiary,['ikap']
Citroën,CompanySubsidiary,['NONE']
Zastava automobiles,CompanySubsidiary,['zastava trucks']
Abbott-detroit,CompanySubsidiary,['NONE']
Ac cars,CompanySubsidiary,['NONE']
Aero,CompanySubsidiary,['NONE']
Alfa romeo,CompanySubsidiary,['NONE']
Amphicar,CompanySubsidiary,['NONE']
Austro-daimler,CompanySubsidiary,['NONE']
Autobianchi,CompanySubsidiary,['NONE']
Avia,CompanySubsidiary,['NONE']
Auto union,CompanySubsidiary,['wanderer']
Bentley,CompanySubsidiary,['NONE']
Bertone,CompanySubsidiary,['NONE']
Brasier,CompanySubsidiary,['NONE']
Bristol cars,CompanySubsidiary,['NONE']
Cadillac,CompanySubsidiary,['NONE']
Dacia,CompanySubsidiary,['NONE']
Daewoo,CompanySubsidiary,['NONE']
Daihatsu,CompanySubsidiary,['NONE']
Daimler company,CompanySubsidiary,['NONE']
Delage,CompanySubsidiary,['NONE']
Donkervoort,CompanySubsidiary,['NONE']
Ferrari s.p.a.,CompanySubsidiary,['scuderia ferrari']
Fiat,CompanySubsidiary,['NONE']
Fabryka samochodów ciężarowych,CompanySubsidiary,['NONE']
Fabryka samochodów małolitrażowych,CompanySubsidiary,['NONE']
Fabryka samochodów osobowych,CompanySubsidiary,['NONE']
Gaz,CompanySubsidiary,['NONE']
Hanomag,CompanySubsidiary,['tempo']
Holden,CompanySubsidiary,['NONE']
Horch,CompanySubsidiary,['NONE']
Hyundai,CompanySubsidiary,"['hyundai motor', 'hyundai motor company']"
Changan automobile,CompanySubsidiary,['landwind']
Changan automobile,CompanySubsidiary,['hafei motor co.']
Changan automobile,CompanySubsidiary,['changan suzuki']
Chrysler,CompanySubsidiary,['NONE']
Škoda auto,CompanySubsidiary,['NONE']
Itala,CompanySubsidiary,['NONE']
Jensen motors,CompanySubsidiary,['NONE']
Koenigsegg,CompanySubsidiary,['NONE']
Lagonda,CompanySubsidiary,['NONE']
Laurin & klement,CompanySubsidiary,['NONE']
Lotus cars,CompanySubsidiary,['NONE']
Mitsubishi motors,CompanySubsidiary,['mitsubishi motors philippines']
Mitsubishi motors,CompanySubsidiary,['mitsubishi motors north america']
Mitsubishi motors,CompanySubsidiary,['mitsubishi motors australia']
Mitsubishi motors,CompanySubsidiary,"['renault-nissan-mitsubishi alliance', 'renault–nissan–mitsubishi alliance']"
Mitsubishi motors,CompanySubsidiary,['mitsubishi motors europe']
Mitsubishi motors,CompanySubsidiary,['mitsubishi motors thailand']
Ibm,CompanySubsidiary,"['ibm ceska republika', 'ibm česká republika']"
Ibm,CompanySubsidiary,['companhia ibm portuguesa']
Ibm,CompanySubsidiary,['ibm nederland']
Ibm,CompanySubsidiary,['ibm research']
Ibm,CompanySubsidiary,['red hat']
Ibm,CompanySubsidiary,['ibm canada']
Ibm,CompanySubsidiary,['ibm bluemix']
Ibm,CompanySubsidiary,"['weather', 'the weather company']"
Ibm,CompanySubsidiary,['ibm deutschland']
Ibm,CompanySubsidiary,['ibm israel']
Ibm,CompanySubsidiary,['rational software']
Ibm,CompanySubsidiary,['softlayer']
Ibm,CompanySubsidiary,['q11976627']
Ibm,CompanySubsidiary,['ibm denmark']
Ibm,CompanySubsidiary,['ibm france']
Ibm,CompanySubsidiary,['lotus software']
Ibm,CompanySubsidiary,['ibm egypt business support services']
Ibm,CompanySubsidiary,['internet security systems']
Ibm,CompanySubsidiary,['object technology international']
Ibm,CompanySubsidiary,['ibm india private limited']
Toyota group,CompanySubsidiary,['NONE']
Packard,CompanySubsidiary,['NONE']
Pierce-arrow,CompanySubsidiary,['NONE']
Sony,CompanySubsidiary,['rockwell automation']
Sony,CompanySubsidiary,['sony (spain)']
Sony,CompanySubsidiary,"['sony corporation of america', 'sonyoration of america']"
Sony,CompanySubsidiary,['sony (taiwan)']
Sony,CompanySubsidiary,['sony (united kingdom)']
Sony,CompanySubsidiary,['sony brasil']
Sony,CompanySubsidiary,['sony (sweden)']
Sony,CompanySubsidiary,"['daybreak game', 'daybreak game company']"
Sony,CompanySubsidiary,['sony pictures animation']
Sony,CompanySubsidiary,['sony pictures']
Sony,CompanySubsidiary,['sony mobile communications']
Sony,CompanySubsidiary,['sony (germany)']
Sony,CompanySubsidiary,['sony music entertaiment international']
Sony,CompanySubsidiary,['sony interactive entertainment']
Sony,CompanySubsidiary,['sony (china)']
Sony,CompanySubsidiary,['sony canada']
Saab,CompanySubsidiary,['NONE']
Ericsson,CompanySubsidiary,['ericsson limited']
Ericsson,CompanySubsidiary,['kathrein mobile communications']
Ericsson,CompanySubsidiary,['ericsson (norway)']
Ericsson,CompanySubsidiary,['ericsson (hungary)']
Ericsson,CompanySubsidiary,['ericsson (finland)']
Ericsson,CompanySubsidiary,['ericsson (italy)']
Ericsson,CompanySubsidiary,['ericsson (netherlands)']
Ericsson,CompanySubsidiary,"['marconi corporation plc', 'marconioration plc']"
Ericsson,CompanySubsidiary,['ericsson (denmark)']
Ericsson,CompanySubsidiary,['ericsson (canada)']
Ericsson,CompanySubsidiary,['ericsson (germany)']
Ericsson,CompanySubsidiary,"['setemer società elettro telefonica meridionale', 'setemer societa elettro telefonica meridionale']"
Adler,CompanySubsidiary,['NONE']
Toyota,CompanySubsidiary,['toyota motor manufacturing canada']
Toyota,CompanySubsidiary,['toyota motor north america']
Toyota,CompanySubsidiary,['toyota motor kyushu']
Toyota,CompanySubsidiary,['toyota motor manufacturing kentucky']
Toyota,CompanySubsidiary,['toyota motor thailand']
Toyota,CompanySubsidiary,['toyota financial services']
Toyota,CompanySubsidiary,['toyota motor engineering & manufacturing north america']
Toyota,CompanySubsidiary,['toyota motor manufacturing west virginia']
Toyota,CompanySubsidiary,['kuozui motors']
Toyota,CompanySubsidiary,['toyota motor manufacturing texas']
Toyota,CompanySubsidiary,['toyota motor manufacturing mississippi']
Toyota,CompanySubsidiary,['toyota motor east japan']
Toyota,CompanySubsidiary,['toyota motor manufacturing france']
Toyota,CompanySubsidiary,['toyota motor europe']
Toyota,CompanySubsidiary,['toyota australia']
Toyota,CompanySubsidiary,"['toyota motor sales, u.s.a.', 'toyota motor sales, u.s.a., inc.']"
Toyota,CompanySubsidiary,['toyota kirloskar motor private limited']
Toyota,CompanySubsidiary,['daihatsu']
Toyota,CompanySubsidiary,['toyota uk']
Toyota,CompanySubsidiary,['toyota housing']
Toyota,CompanySubsidiary,['hino motors']
Toyota,CompanySubsidiary,"['toyota canada', 'toyota canada inc.']"
Toyota,CompanySubsidiary,['toyota motor manufacturing indiana']
Toyota,CompanySubsidiary,['toyota auto body']
Toyota,CompanySubsidiary,['toyota motor manufacturing (uk)']
Toyota,CompanySubsidiary,['toyota research institute']
Hyundai motor company,CompanySubsidiary,['boston dynamics']
Hyundai motor company,CompanySubsidiary,['hyundai dymos']
Hyundai motor company,CompanySubsidiary,['hyundai capital']
Hyundai motor company,CompanySubsidiary,['hyundai n']
Hyundai motor company,CompanySubsidiary,['ioniq']
Hyundai motor company,CompanySubsidiary,['hyundai motor india limited']
Hyundai motor company,CompanySubsidiary,['hyundai motor europe gmbh']
Hyundai motor company,CompanySubsidiary,['hyundai motor manufacturing alabama']
Hyundai motor company,CompanySubsidiary,['hyundai motor manufacturing czech']
Hyundai motor company,CompanySubsidiary,['hyundai card']
Hyundai motor company,CompanySubsidiary,['hyundai assan otomotiv']
Hyundai motor company,CompanySubsidiary,['hyundai motor america']
Hyundai motor company,CompanySubsidiary,['hyundai rotem']
Velorex,CompanySubsidiary,['NONE']
Wikov,CompanySubsidiary,['NONE']
Riga autobus factory,CompanySubsidiary,['raf-avia']
Aichi,CompanySubsidiary,['NONE']
Bell,CompanySubsidiary,['NONE']
Saipa,CompanySubsidiary,['saipa diesel']
Max motors,CompanySubsidiary,['NONE']
Clénet coachworks,CompanySubsidiary,['NONE']
Lea-francis,CompanySubsidiary,['NONE']
Vodafone,CompanySubsidiary,['vodafone italy']
Vodafone,CompanySubsidiary,['vodafone hungary']
Vodafone,CompanySubsidiary,['vodafone uk']
Vodafone,CompanySubsidiary,['vodafone ireland']
Vodafone,CompanySubsidiary,['vodacom']
Vodafone,CompanySubsidiary,['vodafone india']
Vodafone,CompanySubsidiary,['vodafone spain']
Vodafone,CompanySubsidiary,['wayfinder']
Vodafone,CompanySubsidiary,['airtel-vodafone']
Vodafone,CompanySubsidiary,['telekom malaysia']
Vodafone,CompanySubsidiary,['vodafone ghana']
Vodafone,CompanySubsidiary,['vodafone turkey']
Vodafone,CompanySubsidiary,['vodafone czech republic']
Vodafone,CompanySubsidiary,['vodafone qatar']
Vodafone,CompanySubsidiary,['talkmobile']
Vodafone,CompanySubsidiary,['vodafone portugal']
Vodafone,CompanySubsidiary,['vodafone hutchison australia']
Vodafone,CompanySubsidiary,['vodafone romania']
Vodafone,CompanySubsidiary,['ono']
Vodafone,CompanySubsidiary,['vodafone new zealand']
Vodafone,CompanySubsidiary,['vodafone ukraine']
Vodafone,CompanySubsidiary,['vodafone kabel deutschland']
Vodafone,CompanySubsidiary,['epic malta']
Vodafone,CompanySubsidiary,['nema']
Vodafone,CompanySubsidiary,['vodafone iceland']
Vodafone,CompanySubsidiary,['vodafone egypt']
Vodafone,CompanySubsidiary,['vodafone germany']
Vodafone,CompanySubsidiary,['vodafone greece']
Vodafone,CompanySubsidiary,['vodafoneziggo']
Vodafone,CompanySubsidiary,['vodafone albania']
Vodafone,CompanySubsidiary,['vodafone cameroon']
Vodafone,CompanySubsidiary,['vodafone automotive']
Vodafone,CompanySubsidiary,['vodafone foundation']
Locomobile company of america,CompanySubsidiary,['NONE']
Aldi,CompanySubsidiary,['hofer kg']
Aldi,CompanySubsidiary,['leader price exploitation']
Scripps-booth,CompanySubsidiary,['NONE']
Alcoa,CompanySubsidiary,"['alcoa power generating inc.', 'alcoa power generating']"
Alcoa,CompanySubsidiary,"['reynolds holdings', 'reynolds group holdings']"
Alcoa,CompanySubsidiary,['howmet castings']
Alcoa,CompanySubsidiary,['alcoa (australia)']
Alcoa,CompanySubsidiary,['alcoa (germany)']
Alcoa,CompanySubsidiary,['kawneer']
Alcoa,CompanySubsidiary,['alcoa (canada)']
Alcoa,CompanySubsidiary,['alcoa (norway)']
Lg corporation,CompanySubsidiary,['lg chem']
Lg corporation,CompanySubsidiary,['lg cns']
Lg corporation,CompanySubsidiary,['lg electronics']
Lg corporation,CompanySubsidiary,['zenith electronics']
Lg corporation,CompanySubsidiary,['lg household & health care']
Lg corporation,CompanySubsidiary,['lg uplus']
Tim group,CompanySubsidiary,['alice adsl']
Tim group,CompanySubsidiary,['telecom italia media']
Tim group,CompanySubsidiary,['q61001941']
Tim group,CompanySubsidiary,['timvision']
Tim group,CompanySubsidiary,['tin.it']
Tim group,CompanySubsidiary,['telecom italia france']
Tim group,CompanySubsidiary,['italtel']
Tim group,CompanySubsidiary,['alice home tv']
Tim group,CompanySubsidiary,['tim san marino']
Tim group,CompanySubsidiary,['tim']
Tim group,CompanySubsidiary,['telecom italia sparkle']
Tim group,CompanySubsidiary,['tim brasil']
Tim group,CompanySubsidiary,['kena mobile']
Tim group,CompanySubsidiary,['q109918757']
Tim group,CompanySubsidiary,['q61001940']
Tim group,CompanySubsidiary,['telecom italia foundation']
Tim group,CompanySubsidiary,['telecom tower']
Tim group,CompanySubsidiary,['telecom italia tower']
Briggs automotive company,CompanySubsidiary,['NONE']
Asus,CompanySubsidiary,['pegatron']
Asus,CompanySubsidiary,['asmedia']
Asus,CompanySubsidiary,['asus rog']
Asus,CompanySubsidiary,['asrock']
Asus,CompanySubsidiary,['asus (china)']
Messerschmitt,CompanySubsidiary,['NONE']
Élan motorsport technologies,CompanySubsidiary,['NONE']
Huawei,CompanySubsidiary,['huawei technologies (uk)']
Huawei,CompanySubsidiary,['huawei technologies (czech)']
Huawei,CompanySubsidiary,['huawei technologies (canada)']
Huawei,CompanySubsidiary,['huawei technologies deutschland']
Huawei,CompanySubsidiary,['huawei technologies (france)']
Huawei,CompanySubsidiary,['huawei (united states)']
Huawei,CompanySubsidiary,['hisilicon']
Towarzystwo budowy samochodów as,CompanySubsidiary,['NONE']
Hexe,CompanySubsidiary,['NONE']
Nedcar,CompanySubsidiary,['NONE']
Automobiles gonfaronnaises sportives,CompanySubsidiary,['NONE']
Osella,CompanySubsidiary,['NONE']
De tomaso,CompanySubsidiary,['NONE']
March engineering,CompanySubsidiary,['NONE']
Bmw m,CompanySubsidiary,['NONE']
Simca,CompanySubsidiary,['simca do brasil']
Arduino,CompanySubsidiary,['NONE']
Stellantis north america,CompanySubsidiary,['street & racing technology']
Carbodies,CompanySubsidiary,['NONE']
Zeddeco,CompanySubsidiary,['NONE']
Zeiller & fournier,CompanySubsidiary,['NONE']
Espenlaub,CompanySubsidiary,['NONE']
La ponette,CompanySubsidiary,['NONE']
Seat,CompanySubsidiary,['NONE']
Tata motors ltd,CompanySubsidiary,['tata daewoo']
Tata motors ltd,CompanySubsidiary,['land rover']
Tata motors ltd,CompanySubsidiary,['tata hispano']
Tata motors ltd,CompanySubsidiary,['jaguar cars']
Tata motors ltd,CompanySubsidiary,['jaguar land rover']
Texas instruments,CompanySubsidiary,['texas instruments (norway)']
Texas instruments,CompanySubsidiary,['national semiconductor']
Texas instruments,CompanySubsidiary,['texas instruments (germany)']
Texas instruments,CompanySubsidiary,['texas instruments (switzerland)']
Texas instruments,CompanySubsidiary,['chipcon']
Texas instruments,CompanySubsidiary,['texas instruments (netherlands)']
Texas instruments,CompanySubsidiary,['texas instruments (france)']
Texas instruments,CompanySubsidiary,"['burr-brownoration', 'burr-brown corporation']"
Texas instruments,CompanySubsidiary,['texas instruments (japan)']
Texas instruments,CompanySubsidiary,['luminary micro']
Texas instruments,CompanySubsidiary,['texas instruments (ireland)']
Zetgelette,CompanySubsidiary,['NONE']
Jiangnan vehicles,CompanySubsidiary,['NONE']
