SubjectEntity,relation,ObjectEntity
Thymine,ChemicalCompoundElement,['nitrogen']
Thymine,ChemicalCompoundElement,['oxygen']
Mercurous bromide,ChemicalCompoundElement,['mercury']
Mercurous bromide,ChemicalCompoundElement,['bromine']
Calomel,ChemicalCompoundElement,['chlorine']
Calomel,ChemicalCompoundElement,['mercury']
Droperidol,ChemicalCompoundElement,['carbon']
Droperidol,ChemicalCompoundElement,['nitrogen']
Droperidol,ChemicalCompoundElement,['oxygen']
Droperidol,ChemicalCompoundElement,['fluorine']
Codeine,ChemicalCompoundElement,['carbon']
Codeine,ChemicalCompoundElement,['nitrogen']
Potassium nitrate,ChemicalCompoundElement,['nitrogen']
Potassium nitrate,ChemicalCompoundElement,['oxygen']
Potassium nitrate,ChemicalCompoundElement,['potassium']
Sodium bicarbonate,ChemicalCompoundElement,['hydrogen']
Sodium bicarbonate,ChemicalCompoundElement,['carbon']
Sodium bicarbonate,ChemicalCompoundElement,['oxygen']
Sodium bicarbonate,ChemicalCompoundElement,['sodium']
Levomenol,ChemicalCompoundElement,['hydrogen']
Levomenol,ChemicalCompoundElement,['carbon']
Levomenol,ChemicalCompoundElement,['oxygen']
Manganese acetate,ChemicalCompoundElement,['carbon']
Manganese acetate,ChemicalCompoundElement,['oxygen']
Manganese acetate,ChemicalCompoundElement,['manganese']
Melatonin,ChemicalCompoundElement,['carbon']
Melatonin,ChemicalCompoundElement,['nitrogen']
Biotin,ChemicalCompoundElement,['hydrogen']
Biotin,ChemicalCompoundElement,['carbon']
Biotin,ChemicalCompoundElement,['nitrogen']
Biotin,ChemicalCompoundElement,['oxygen']
Biotin,ChemicalCompoundElement,['sulfur']
Aspartame,ChemicalCompoundElement,['carbon']
Aspartame,ChemicalCompoundElement,['oxygen']
Ammonium nitrate,ChemicalCompoundElement,['hydrogen']
Ammonium nitrate,ChemicalCompoundElement,['nitrogen']
Ammonium nitrate,ChemicalCompoundElement,['oxygen']
