SubjectEntity,relation,ObjectEntity
Brie Larson,PersonProfession,"['producer', 'film producer']"
Brie Larson,PersonProfession,"['actor', 'film actor']"
Brie Larson,PersonProfession,"['actor', 'television actor']"
Bruce Springsteen,PersonProfession,['guitarist']
Bruce Springsteen,PersonProfession,['singer']
Bruce Springsteen,PersonProfession,"['artist', 'recording artist']"
Bruce Springsteen,PersonProfession,"['producer', 'record producer']"
Bruce Springsteen,PersonProfession,['pianist']
Bruce Springsteen,PersonProfession,['musician']
Bruce Springsteen,PersonProfession,['songwriter']
Bruno Mars,PersonProfession,"['producer', 'record producer']"
Bruno Mars,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Bruno Mars,PersonProfession,['songwriter']
Bruno Mars,PersonProfession,"['multi-instrumentalist', 'instrumentalist']"
Bruno Mars,PersonProfession,"['music video director', 'director']"
Bruno Mars,PersonProfession,['composer']
Bruno Mars,PersonProfession,['choreographer']
Bruno Mars,PersonProfession,"['voice actor', 'actor']"
Bruno Mars,PersonProfession,['dancer']
Buzz Aldrin,PersonProfession,"['pilot', 'fighter pilot']"
Buzz Aldrin,PersonProfession,['engineer']
Buzz Aldrin,PersonProfession,['businessperson']
Buzz Aldrin,PersonProfession,['astronaut']
Buzz Aldrin,PersonProfession,['autobiographer']
Buzz Aldrin,PersonProfession,"['officer', 'air force officer']"
Buzz Aldrin,PersonProfession,"['science fiction writer', 'writer']"
Carlos PenaVega,PersonProfession,"['actor', 'film actor']"
Carlos PenaVega,PersonProfession,['dancer']
Carlos PenaVega,PersonProfession,['actor']
Carlos PenaVega,PersonProfession,['singer']
Carlos PenaVega,PersonProfession,"['actor', 'television actor']"
Carlos PenaVega,PersonProfession,"['television producer', 'producer']"
Carlos PenaVega,PersonProfession,['youtuber']
Carlos PenaVega,PersonProfession,['songwriter']
Christina Aguilera,PersonProfession,"['producer', 'film producer']"
Christina Aguilera,PersonProfession,['actor']
Christina Aguilera,PersonProfession,['composer']
Christina Aguilera,PersonProfession,['entrepreneur']
Christina Aguilera,PersonProfession,"['producer', 'record producer']"
Christina Aguilera,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Christina Aguilera,PersonProfession,['musician']
Christina Aguilera,PersonProfession,"['music video director', 'director']"
Christina Aguilera,PersonProfession,"['artist', 'recording artist']"
Christina Aguilera,PersonProfession,['dancer']
Christina Aguilera,PersonProfession,['model']
Christina Aguilera,PersonProfession,"['voice actor', 'actor']"
Danny DeVito,PersonProfession,['activist']
Danny DeVito,PersonProfession,"['actor', 'dub actor']"
Danny DeVito,PersonProfession,"['actor', 'film actor']"
Danny DeVito,PersonProfession,"['television producer', 'producer']"
Danny DeVito,PersonProfession,"['actor', 'television actor']"
Danny DeVito,PersonProfession,"['producer', 'film producer']"
Danny DeVito,PersonProfession,"['director', 'film director']"
Danny DeVito,PersonProfession,"['voice actor', 'actor']"
Danny DeVito,PersonProfession,['comedian']
Danny DeVito,PersonProfession,['actor']
David Guetta,PersonProfession,"['dj', 'disc jockey']"
Demi Lovato,PersonProfession,['pianist']
Demi Lovato,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Demi Lovato,PersonProfession,['guitarist']
Demi Lovato,PersonProfession,"['actor', 'child actor']"
Demi Lovato,PersonProfession,"['television personality', 'personality']"
Demi Lovato,PersonProfession,['composer']
Demi Lovato,PersonProfession,['actor']
Donald Trump,PersonProfession,"['producer', 'film producer']"
Donald Trump,PersonProfession,['actor']
Donald Trump,PersonProfession,"['presenter', 'television presenter']"
Donald Trump,PersonProfession,['business magnate']
Donald Trump,PersonProfession,"['television producer', 'producer']"
Donald Trump,PersonProfession,['investor']
Donald Trump,PersonProfession,"['ceo', 'chief executive officer']"
Donald Trump,PersonProfession,['entrepreneur']
Donald Trump,PersonProfession,"['real estate entrepreneur', 'entrepreneur']"
Donald Trump,PersonProfession,['politician']
Donald Trump,PersonProfession,"['real estate developer', 'developer']"
Donald Trump,PersonProfession,['restaurateur']
Donald Trump,PersonProfession,"['non-fiction writer', 'writer']"
Donald Trump,PersonProfession,['businessperson']
Donald Trump,PersonProfession,"['host', 'game show host']"
Donald Trump,PersonProfession,['conspiracy theorist']
Donald Trump,PersonProfession,['writer']
Donald Tusk,PersonProfession,['politician']
Donald Tusk,PersonProfession,['historian']
Dwayne Johnson,PersonProfession,"['producer', 'film producer']"
Dwayne Johnson,PersonProfession,"['player', 'canadian football player']"
Dwayne Johnson,PersonProfession,"['american football player', 'player']"
Dwayne Johnson,PersonProfession,"['wrestler', 'professional wrestler']"
Dwayne Johnson,PersonProfession,"['actor', 'film actor']"
Dwayne Johnson,PersonProfession,"['actor', 'television actor']"
Dwayne Johnson,PersonProfession,"['voice actor', 'actor']"
Dwayne Johnson,PersonProfession,['actor']
Dwayne Johnson,PersonProfession,['businessperson']
Dwayne Johnson,PersonProfession,"['executive producer', 'producer']"
Ed Sheeran,PersonProfession,['musician']
Ed Sheeran,PersonProfession,['composer']
Ed Sheeran,PersonProfession,['singer']
Ed Sheeran,PersonProfession,"['producer', 'record producer']"
Ed Sheeran,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Ed Sheeran,PersonProfession,"['actor', 'film actor']"
Ed Sheeran,PersonProfession,['guitarist']
Ed Sheeran,PersonProfession,['actor']
Ed Sheeran,PersonProfession,['songwriter']
Ed Sheeran,PersonProfession,"['actor', 'television actor']"
Ellen DeGeneres,PersonProfession,"['talk show host', 'host']"
Ellen DeGeneres,PersonProfession,['screenwriter']
Ellen DeGeneres,PersonProfession,['actor']
Ellen DeGeneres,PersonProfession,['writer']
Ellen DeGeneres,PersonProfession,['comedian']
Ellen DeGeneres,PersonProfession,"['presenter', 'television presenter']"
Ellen DeGeneres,PersonProfession,"['television producer', 'producer']"
Ellen DeGeneres,PersonProfession,"['actor', 'television actor']"
Ellen DeGeneres,PersonProfession,"['actor', 'film actor']"
Ellen DeGeneres,PersonProfession,['presenter']
Ellen DeGeneres,PersonProfession,"['voice actor', 'actor']"
Eminem,PersonProfession,['rapper']
Emma Watson,PersonProfession,"['fashion model', 'model']"
Emma Watson,PersonProfession,"['voice actor', 'actor']"
Emma Watson,PersonProfession,"['actor', 'stage actor']"
Emma Watson,PersonProfession,['model']
Emma Watson,PersonProfession,"['actor', 'film actor']"
Emma Watson,PersonProfession,['actor']
Emma Watson,PersonProfession,"['actor', 'child actor']"
Emma Watson,PersonProfession,['activist']
François Hollande,PersonProfession,['statesperson']
Gary Lineker,PersonProfession,"['sports commentator', 'commentator']"
Gary Lineker,PersonProfession,"['association football player', 'footballer']"
Gary Lineker,PersonProfession,['journalist']
Gary Lineker,PersonProfession,['broadcaster']
Gerard Piqué,PersonProfession,"['association football player', 'footballer']"
Gwyneth Paltrow,PersonProfession,"['actor', 'film actor']"
Gwyneth Paltrow,PersonProfession,"['actor', 'stage actor']"
Gwyneth Paltrow,PersonProfession,['songwriter']
Gwyneth Paltrow,PersonProfession,['musician']
Gwyneth Paltrow,PersonProfession,"['television producer', 'producer']"
Gwyneth Paltrow,PersonProfession,"['actor', 'television actor']"
Gwyneth Paltrow,PersonProfession,['businessperson']
Gwyneth Paltrow,PersonProfession,['screenwriter']
Gwyneth Paltrow,PersonProfession,['singer']
Henrique Capriles Radonski,PersonProfession,['politician']
Henrique Capriles Radonski,PersonProfession,['lawyer']
Hilary Duff,PersonProfession,"['voice actor', 'actor']"
Hilary Duff,PersonProfession,['actor']
Hilary Duff,PersonProfession,['writer']
Hilary Duff,PersonProfession,['composer']
Hilary Duff,PersonProfession,['businessperson']
Hilary Duff,PersonProfession,['entrepreneur']
Hilary Duff,PersonProfession,['singer']
Hilary Duff,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Hilary Duff,PersonProfession,['musician']
Hilary Duff,PersonProfession,"['producer', 'film producer']"
Hilary Duff,PersonProfession,"['producer', 'record producer']"
Hilary Duff,PersonProfession,"['designer', 'fashion designer']"
Hilary Duff,PersonProfession,['model']
Hilary Duff,PersonProfession,"['artist', 'recording artist']"
Hilary Duff,PersonProfession,['manufacturer']
Hilary Duff,PersonProfession,"['actor', 'film actor']"
Hilary Duff,PersonProfession,['designer']
Hilary Duff,PersonProfession,['novelist']
Hilary Duff,PersonProfession,"['actor', 'television actor']"
Hillary Clinton,PersonProfession,['diplomat']
Hillary Clinton,PersonProfession,['autobiographer']
Hillary Clinton,PersonProfession,['podcaster']
Hillary Clinton,PersonProfession,"['university teacher', 'teacher']"
Hillary Clinton,PersonProfession,['lawyer']
Hillary Clinton,PersonProfession,['politician']
Hillary Clinton,PersonProfession,['writer']
Hugo Chávez,PersonProfession,"['military officer', 'officer']"
Hugo Chávez,PersonProfession,['politician']
James Maslow,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
James Maslow,PersonProfession,['youtuber']
James Maslow,PersonProfession,['model']
James Maslow,PersonProfession,['singer']
James Maslow,PersonProfession,"['actor', 'television actor']"
James Maslow,PersonProfession,['dancer']
James Maslow,PersonProfession,"['actor', 'film actor']"
James Maslow,PersonProfession,['manufacturer']
James Maslow,PersonProfession,['musician']
James Maslow,PersonProfession,['actor']
Jean-Luc Mélenchon,PersonProfession,['corrector']
Jean-Luc Mélenchon,PersonProfession,['high school teacher']
Jean-Luc Mélenchon,PersonProfession,['politician']
Jean-Luc Mélenchon,PersonProfession,['journalist']
Jean-Luc Mélenchon,PersonProfession,['editorial cartoonist']
Jennifer Lopez,PersonProfession,"['actor', 'television actor']"
Jennifer Lopez,PersonProfession,['choreographer']
Jennifer Lopez,PersonProfession,['model']
Jennifer Lopez,PersonProfession,"['designer', 'fashion designer']"
Jennifer Lopez,PersonProfession,"['voice actor', 'actor']"
Jennifer Lopez,PersonProfession,"['director', 'film director']"
Jennifer Lopez,PersonProfession,"['producer', 'film producer']"
Jennifer Lopez,PersonProfession,['autobiographer']
Jennifer Lopez,PersonProfession,"['actor', 'film actor']"
Jennifer Lopez,PersonProfession,"['executive producer', 'producer']"
Jennifer Lopez,PersonProfession,"['television producer', 'producer']"
Jennifer Lopez,PersonProfession,['restaurateur']
Jennifer Lopez,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Jennifer Lopez,PersonProfession,"['producer', 'record producer']"
Jennifer Lopez,PersonProfession,['dancer']
Jeremy Renner,PersonProfession,['musician']
Jeremy Renner,PersonProfession,"['producer', 'film producer']"
Jeremy Renner,PersonProfession,"['actor', 'stage actor']"
Jeremy Renner,PersonProfession,"['make-up artist', 'artist']"
Jeremy Renner,PersonProfession,"['actor', 'film actor']"
Jeremy Renner,PersonProfession,"['actor', 'television actor']"
Jessica Alba,PersonProfession,"['voice actor', 'actor']"
Jessica Alba,PersonProfession,['businessperson']
Jessica Alba,PersonProfession,"['actor', 'stage actor']"
Jessica Alba,PersonProfession,['model']
Jessica Alba,PersonProfession,"['actor', 'television actor']"
Jessica Alba,PersonProfession,"['actor', 'film actor']"
Jimmy Fallon,PersonProfession,"['presenter', 'television presenter']"
Jimmy Fallon,PersonProfession,"['television producer', 'producer']"
Jimmy Fallon,PersonProfession,['comedian']
Jimmy Fallon,PersonProfession,['writer']
Jimmy Fallon,PersonProfession,['actor']
Jimmy Fallon,PersonProfession,['screenwriter']
Jimmy Fallon,PersonProfession,"['actor', 'film actor']"
Jimmy Fallon,PersonProfession,"['voice actor', 'actor']"
Jimmy Fallon,PersonProfession,"['actor', 'television actor']"
Jimmy Fallon,PersonProfession,"['talk show host', 'host']"
Jimmy Kimmel,PersonProfession,['comedian']
Jimmy Kimmel,PersonProfession,"['producer', 'film producer']"
Jimmy Kimmel,PersonProfession,"['voice actor', 'actor']"
Jimmy Kimmel,PersonProfession,"['presenter', 'television presenter']"
Jimmy Kimmel,PersonProfession,"['television producer', 'producer']"
Jimmy Kimmel,PersonProfession,"['actor', 'television actor']"
Jimmy Kimmel,PersonProfession,"['actor', 'film actor']"
Jimmy Kimmel,PersonProfession,['screenwriter']
John Cena,PersonProfession,"['voice actor', 'actor']"
John Cena,PersonProfession,"['wrestler', 'professional wrestler']"
John Cena,PersonProfession,"['executive producer', 'producer']"
John Cena,PersonProfession,['actor']
John Cena,PersonProfession,['musician']
John Cena,PersonProfession,['writer']
John Cena,PersonProfession,['rapper']
John Kerry,PersonProfession,"['aircraft pilot', 'pilot']"
John Kerry,PersonProfession,['politician']
John Kerry,PersonProfession,['lawyer']
John Kerry,PersonProfession,"['peace activist', 'activist']"
John Kerry,PersonProfession,"['officer', 'naval officer']"
John Kerry,PersonProfession,['diplomat']
John Legend,PersonProfession,"['actor', 'television actor']"
John Legend,PersonProfession,['singer']
John Legend,PersonProfession,['keyboardist']
John Legend,PersonProfession,['musician']
John Legend,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
John Legend,PersonProfession,['pianist']
John Legend,PersonProfession,"['producer', 'record producer']"
John Legend,PersonProfession,"['actor', 'film actor']"
John Legend,PersonProfession,['actor']
John McCain,PersonProfession,['screenwriter']
John McCain,PersonProfession,"['aircraft pilot', 'pilot']"
John McCain,PersonProfession,['politician']
John McCain,PersonProfession,['statesperson']
John McCain,PersonProfession,['author']
John McCain,PersonProfession,"['pilot', 'fighter pilot']"
John McCain,PersonProfession,['autobiographer']
John McCain,PersonProfession,"['presenter', 'television presenter']"
John McCain,PersonProfession,"['officer', 'naval officer']"
John McCain,PersonProfession,['writer']
Jonathan Ross,PersonProfession,"['television producer', 'producer']"
Jonathan Ross,PersonProfession,"['actor', 'film actor']"
Jonathan Ross,PersonProfession,"['critic', 'film critic']"
Jonathan Ross,PersonProfession,['radio personality']
Jonathan Ross,PersonProfession,['journalist']
Jonathan Ross,PersonProfession,['screenwriter']
Jonathan Ross,PersonProfession,"['presenter', 'television presenter']"
Jonathan Ross,PersonProfession,"['actor', 'television actor']"
Justin Bieber,PersonProfession,['musician']
Kanye West,PersonProfession,['singer']
Kanye West,PersonProfession,['restaurateur']
Kanye West,PersonProfession,['songwriter']
Kanye West,PersonProfession,['artist']
Kanye West,PersonProfession,"['producer', 'record producer']"
Kanye West,PersonProfession,['businessperson']
Kanye West,PersonProfession,['architect']
Kanye West,PersonProfession,['actor']
Kanye West,PersonProfession,"['director', 'film director']"
Kanye West,PersonProfession,"['designer', 'fashion designer']"
Kanye West,PersonProfession,['rapper']
Kanye West,PersonProfession,['blogger']
Karim Benzema,PersonProfession,"['association football player', 'footballer']"
Kevin Spacey,PersonProfession,"['director', 'theatrical director']"
Kevin Spacey,PersonProfession,"['producer', 'film producer']"
Kevin Spacey,PersonProfession,"['director', 'film director']"
Kevin Spacey,PersonProfession,"['voice actor', 'actor']"
Kevin Spacey,PersonProfession,"['actor', 'stage actor']"
Kevin Spacey,PersonProfession,"['actor', 'character actor']"
Kevin Spacey,PersonProfession,"['television producer', 'producer']"
Kevin Spacey,PersonProfession,"['actor', 'television actor']"
Kevin Spacey,PersonProfession,"['actor', 'film actor']"
Kevin Spacey,PersonProfession,['screenwriter']
Kevin Spacey,PersonProfession,['actor']
Kim Kardashian,PersonProfession,['entrepreneur']
Kim Kardashian,PersonProfession,['blogger']
Kim Kardashian,PersonProfession,['model']
Kim Kardashian,PersonProfession,"['designer', 'fashion designer']"
Kim Kardashian,PersonProfession,"['voice actor', 'actor']"
Kim Kardashian,PersonProfession,"['television producer', 'producer']"
Kim Kardashian,PersonProfession,['socialite']
Kim Kardashian,PersonProfession,['actor']
Kim Kardashian,PersonProfession,['singer']
Kim Kardashian,PersonProfession,['celebrity']
Kobe Bryant,PersonProfession,['screenwriter']
Kobe Bryant,PersonProfession,"['player', 'basketball player']"
Lana Del Rey,PersonProfession,['guitarist']
Lana Del Rey,PersonProfession,"['artist', 'recording artist']"
Lana Del Rey,PersonProfession,"['actor', 'film actor']"
Lana Del Rey,PersonProfession,['poet']
Lana Del Rey,PersonProfession,['singer']
Lana Del Rey,PersonProfession,"['producer', 'record producer']"
Lana Del Rey,PersonProfession,['actor']
Lana Del Rey,PersonProfession,['model']
Lana Del Rey,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
LeBron James,PersonProfession,"['player', 'basketball player']"
LeBron James,PersonProfession,"['actor', 'television actor']"
LeBron James,PersonProfession,['screenwriter']
Leonard Nimoy,PersonProfession,['actor']
Leonard Nimoy,PersonProfession,['writer']
Leonard Nimoy,PersonProfession,['poet']
Leonard Nimoy,PersonProfession,['musician']
Leonard Nimoy,PersonProfession,"['actor', 'television actor']"
Leonard Nimoy,PersonProfession,"['producer', 'film producer']"
Leonard Nimoy,PersonProfession,"['actor', 'film actor']"
Leonard Nimoy,PersonProfession,['screenwriter']
Leonard Nimoy,PersonProfession,"['director', 'film director']"
Leonard Nimoy,PersonProfession,"['voice actor', 'actor']"
Leonard Nimoy,PersonProfession,['photographer']
Lil Wayne,PersonProfession,"['executive', 'music executive']"
Lil Wayne,PersonProfession,['entrepreneur']
Lil Wayne,PersonProfession,['rapper']
Lil Wayne,PersonProfession,['songwriter']
Lil Wayne,PersonProfession,['singer']
Lindsay Lohan,PersonProfession,"['artist', 'recording artist']"
Lindsay Lohan,PersonProfession,"['actor', 'stage actor']"
Lindsay Lohan,PersonProfession,['model']
Lindsay Lohan,PersonProfession,"['actor', 'television actor']"
Lindsay Lohan,PersonProfession,"['actor', 'film actor']"
Lindsay Lohan,PersonProfession,['songwriter']
Lindsay Lohan,PersonProfession,['singer']
Logan Henderson,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Logan Henderson,PersonProfession,['dancer']
Logan Henderson,PersonProfession,['rapper']
Logan Henderson,PersonProfession,['guitarist']
Logan Henderson,PersonProfession,"['actor', 'film actor']"
Logan Henderson,PersonProfession,['actor']
Logan Henderson,PersonProfession,['singer']
Logan Henderson,PersonProfession,"['actor', 'television actor']"
Logan Henderson,PersonProfession,['pianist']
Madonna,PersonProfession,['actor']
Madonna,PersonProfession,['philanthropist']
Madonna,PersonProfession,"['actor', 'film actor']"
Madonna,PersonProfession,"['art collector', 'collector']"
Madonna,PersonProfession,['dancer']
Madonna,PersonProfession,"['writer', ""children's writer""]"
Madonna,PersonProfession,"['producer', 'record producer']"
Madonna,PersonProfession,['singer']
Madonna,PersonProfession,['model']
Madonna,PersonProfession,['writer']
Madonna,PersonProfession,['director']
Madonna,PersonProfession,"['director', 'film director']"
Madonna,PersonProfession,"['voice actor', 'actor']"
Madonna,PersonProfession,['guitarist']
Madonna,PersonProfession,['entrepreneur']
Madonna,PersonProfession,"['performing artist', 'artist']"
Madonna,PersonProfession,['screenwriter']
Madonna,PersonProfession,['poet']
Madonna,PersonProfession,['businessperson']
Madonna,PersonProfession,['composer']
Madonna,PersonProfession,"['producer', 'film producer']"
Madonna,PersonProfession,['songwriter']
Madonna,PersonProfession,['manufacturer']
Mariah Carey,PersonProfession,['entertainer']
Mariah Carey,PersonProfession,['actor']
Mariah Carey,PersonProfession,['composer']
Mariah Carey,PersonProfession,['businessperson']
Mariah Carey,PersonProfession,"['artist', 'recording artist']"
Mariah Carey,PersonProfession,['singer']
Mariah Carey,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Mariah Carey,PersonProfession,['model']
Mariah Carey,PersonProfession,['philanthropist']
Mariah Carey,PersonProfession,"['producer', 'film producer']"
Mariah Carey,PersonProfession,"['voice actor', 'actor']"
Mariah Carey,PersonProfession,"['music video director', 'director']"
Mariah Carey,PersonProfession,"['music producer', 'producer']"
Michael Bloomberg,PersonProfession,['businessperson']
Michael Bloomberg,PersonProfession,['trader']
Michael Bloomberg,PersonProfession,"['aircraft pilot', 'pilot']"
Michael Bloomberg,PersonProfession,"['bank manager', 'manager']"
Michael Bloomberg,PersonProfession,['actor']
Michael Bloomberg,PersonProfession,['writer']
Michael Bloomberg,PersonProfession,['politician']
Mick Foley,PersonProfession,['writer']
Mick Foley,PersonProfession,"['wrestler', 'professional wrestler']"
Mick Foley,PersonProfession,"['writer', ""children's writer""]"
Mick Foley,PersonProfession,['actor']
Mick Foley,PersonProfession,['novelist']
Mick Foley,PersonProfession,"['actor', 'film actor']"
Miley Cyrus,PersonProfession,"['voice actor', 'actor']"
Miley Cyrus,PersonProfession,['actor']
Miley Cyrus,PersonProfession,['singer']
Miley Cyrus,PersonProfession,"['singer-songwriter', 'singer', 'songwriter']"
Miley Cyrus,PersonProfession,['musician']
Miley Cyrus,PersonProfession,"['actor', 'television actor']"
Miley Cyrus,PersonProfession,"['actor', 'film actor']"
Miranda Cosgrove,PersonProfession,['actor']
Miranda Cosgrove,PersonProfession,['singer']
Miranda Cosgrove,PersonProfession,['musician']
Miranda Cosgrove,PersonProfession,"['actor', 'child actor']"
Miranda Cosgrove,PersonProfession,"['actor', 'dub actor']"
Miranda Cosgrove,PersonProfession,"['singer', 'pop singer']"
Miranda Cosgrove,PersonProfession,"['actor', 'television actor']"
Neil Patrick Harris,PersonProfession,['screenwriter']
Neil Patrick Harris,PersonProfession,['autobiographer']
Neil Patrick Harris,PersonProfession,['magician']
Neil Patrick Harris,PersonProfession,"['actor', 'dub actor']"
Neil Patrick Harris,PersonProfession,"['director', 'theatrical director']"
Neil Patrick Harris,PersonProfession,"['producer', 'film producer']"
Neil Patrick Harris,PersonProfession,['actor']
Neil Patrick Harris,PersonProfession,"['director', 'film director']"
Neil Patrick Harris,PersonProfession,"['voice actor', 'actor']"
Neil Patrick Harris,PersonProfession,"['actor', 'stage actor']"
Neil Patrick Harris,PersonProfession,"['presenter', 'television presenter']"
Neil Patrick Harris,PersonProfession,"['actor', 'film actor']"
Neil Patrick Harris,PersonProfession,['dancer']
Neil Patrick Harris,PersonProfession,['musician']
Neil Patrick Harris,PersonProfession,['singer']
Neil Patrick Harris,PersonProfession,"['actor', 'television actor']"
Neil Patrick Harris,PersonProfession,"['television producer', 'producer']"
Nicolas Sarkozy,PersonProfession,['statesperson']
Nicolas Sarkozy,PersonProfession,['politician']
Nicolas Sarkozy,PersonProfession,['lawyer']
Novak Djokovic,PersonProfession,"['player', 'tennis player']"
Olivier Giroud,PersonProfession,"['association football player', 'footballer']"
Pelé,PersonProfession,"['actor', 'film actor']"
Pelé,PersonProfession,"['association football player', 'footballer']"
Pelé,PersonProfession,['politician']
