SubjectEntity,relation,ObjectEntity
Democratic republic of the congo,CountryBordersWithCountry,"['south sudan', 'sudan']"
Democratic republic of the congo,CountryBordersWithCountry,['sudan']
Democratic republic of the congo,CountryBordersWithCountry,['uganda']
Democratic republic of the congo,CountryBordersWithCountry,['rwanda']
Democratic republic of the congo,CountryBordersWithCountry,['burundi']
Democratic republic of the congo,CountryBordersWithCountry,['tanzania']
Democratic republic of the congo,CountryBordersWithCountry,"['africa', 'central african republic']"
Democratic republic of the congo,CountryBordersWithCountry,['zambia']
Democratic republic of the congo,CountryBordersWithCountry,['cameroon']
Dominica,CountryBordersWithCountry,['venezuela']
East timor,CountryBordersWithCountry,['australia']
East timor,CountryBordersWithCountry,['indonesia']
East timor,CountryBordersWithCountry,['asean']
Ecuador,CountryBordersWithCountry,['peru']
Ecuador,CountryBordersWithCountry,['colombia']
Egypt,CountryBordersWithCountry,['bir tawil']
Egypt,CountryBordersWithCountry,['gaza strip']
Egypt,CountryBordersWithCountry,['sudan']
Egypt,CountryBordersWithCountry,['libya']
Egypt,CountryBordersWithCountry,['israel']
El salvador,CountryBordersWithCountry,['honduras']
El salvador,CountryBordersWithCountry,['guatemala']
Equatorial guinea,CountryBordersWithCountry,['cameroon']
Equatorial guinea,CountryBordersWithCountry,['gabon']
Ethiopia,CountryBordersWithCountry,['djibouti']
Ethiopia,CountryBordersWithCountry,"['south sudan', 'sudan']"
Ethiopia,CountryBordersWithCountry,['sudan']
Ethiopia,CountryBordersWithCountry,['eritrea']
Ethiopia,CountryBordersWithCountry,['somalia']
Ethiopia,CountryBordersWithCountry,['kenya']
Fiji,CountryBordersWithCountry,['NONE']
Finland,CountryBordersWithCountry,['russia']
Finland,CountryBordersWithCountry,['sweden']
Finland,CountryBordersWithCountry,['norway']
France,CountryBordersWithCountry,['luxembourg']
France,CountryBordersWithCountry,['brazil']
France,CountryBordersWithCountry,['monaco']
France,CountryBordersWithCountry,['germany']
France,CountryBordersWithCountry,['suriname']
France,CountryBordersWithCountry,"['netherlands', 'kingdom of the netherlands']"
France,CountryBordersWithCountry,['andorra']
France,CountryBordersWithCountry,['spain']
France,CountryBordersWithCountry,['italy']
France,CountryBordersWithCountry,['belgium']
France,CountryBordersWithCountry,['switzerland']
Gabon,CountryBordersWithCountry,['angola']
Gabon,CountryBordersWithCountry,"['sao tome and principe', 'são tomé and príncipe']"
Gabon,CountryBordersWithCountry,['cameroon']
Gabon,CountryBordersWithCountry,"['republic of the congo', 'congo']"
Gabon,CountryBordersWithCountry,"['equatorial guinea', 'guinea']"
Greece,CountryBordersWithCountry,['albania']
Greece,CountryBordersWithCountry,['turkey']
Greece,CountryBordersWithCountry,"['north macedonia', 'macedonia']"
Greece,CountryBordersWithCountry,['bulgaria']
Guinea,CountryBordersWithCountry,['sierra leone']
Guinea,CountryBordersWithCountry,['ivory coast']
Guinea,CountryBordersWithCountry,['senegal']
Guinea,CountryBordersWithCountry,['mali']
Guinea,CountryBordersWithCountry,['guinea-bissau']
Guinea,CountryBordersWithCountry,['liberia']
Honduras,CountryBordersWithCountry,['nicaragua']
Honduras,CountryBordersWithCountry,['guatemala']
Honduras,CountryBordersWithCountry,['el salvador']
Iceland,CountryBordersWithCountry,['faroe islands']
Iceland,CountryBordersWithCountry,['greenland']
Iceland,CountryBordersWithCountry,['svalbard']
India,CountryBordersWithCountry,['sri lanka']
India,CountryBordersWithCountry,['pakistan']
India,CountryBordersWithCountry,['myanmar']
India,CountryBordersWithCountry,['indonesia']
India,CountryBordersWithCountry,"['china', ""people's republic of china""]"
India,CountryBordersWithCountry,['nepal']
India,CountryBordersWithCountry,['bhutan']
India,CountryBordersWithCountry,['bangladesh']
Indonesia,CountryBordersWithCountry,"['east timor', 'timor']"
Indonesia,CountryBordersWithCountry,['australia']
Indonesia,CountryBordersWithCountry,['singapore']
Indonesia,CountryBordersWithCountry,['papua new guinea']
Indonesia,CountryBordersWithCountry,['philippines']
Indonesia,CountryBordersWithCountry,['palau']
Indonesia,CountryBordersWithCountry,['thailand']
Indonesia,CountryBordersWithCountry,['india']
Indonesia,CountryBordersWithCountry,['vietnam']
Indonesia,CountryBordersWithCountry,['malaysia']
Iran,CountryBordersWithCountry,['turkey']
Iran,CountryBordersWithCountry,['oman']
Iran,CountryBordersWithCountry,['kuwait']
Iran,CountryBordersWithCountry,['iraq']
Iran,CountryBordersWithCountry,['bahrain']
Iran,CountryBordersWithCountry,['pakistan']
Iran,CountryBordersWithCountry,['azerbaijan']
Iran,CountryBordersWithCountry,"['nakhchivan autonomous republic', 'nakhchivan']"
Iran,CountryBordersWithCountry,['turkmenistan']
Iran,CountryBordersWithCountry,['qatar']
Iran,CountryBordersWithCountry,['afghanistan']
Iran,CountryBordersWithCountry,"['united arab emirates', 'uae']"
Iran,CountryBordersWithCountry,['armenia']
Iran,CountryBordersWithCountry,['saudi arabia']
Iraq,CountryBordersWithCountry,['jordan']
Iraq,CountryBordersWithCountry,['saudi arabia']
Iraq,CountryBordersWithCountry,['kuwait']
Iraq,CountryBordersWithCountry,['syria']
Iraq,CountryBordersWithCountry,['iran']
Iraq,CountryBordersWithCountry,['turkey']
Israel,CountryBordersWithCountry,['egypt']
Israel,CountryBordersWithCountry,['lebanon']
Israel,CountryBordersWithCountry,['syria']
Israel,CountryBordersWithCountry,['jordan']
Italy,CountryBordersWithCountry,['san marino']
Italy,CountryBordersWithCountry,['france']
Italy,CountryBordersWithCountry,['slovenia']
Italy,CountryBordersWithCountry,['malta']
Italy,CountryBordersWithCountry,['austria']
Italy,CountryBordersWithCountry,['switzerland']
Italy,CountryBordersWithCountry,"['vatican city', 'vatican']"
Jamaica,CountryBordersWithCountry,['NONE']
Jordan,CountryBordersWithCountry,['iraq']
Jordan,CountryBordersWithCountry,['israel']
Jordan,CountryBordersWithCountry,['syria']
Jordan,CountryBordersWithCountry,['saudi arabia']
Kenya,CountryBordersWithCountry,['ethiopia']
Kenya,CountryBordersWithCountry,['uganda']
Kenya,CountryBordersWithCountry,"['south sudan', 'sudan']"
Kenya,CountryBordersWithCountry,['tanzania']
Kenya,CountryBordersWithCountry,['somalia']
Kenya,CountryBordersWithCountry,['sudan']
Kingdom of africa,CountryBordersWithCountry,['sudan']
Kingdom of africa,CountryBordersWithCountry,['egypt']
Kyrgyzstan,CountryBordersWithCountry,['tajikistan']
Kyrgyzstan,CountryBordersWithCountry,['uzbekistan']
Kyrgyzstan,CountryBordersWithCountry,['kazakhstan']
Kyrgyzstan,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Lebanon,CountryBordersWithCountry,['israel']
Lebanon,CountryBordersWithCountry,['syria']
Lesotho,CountryBordersWithCountry,"['africa', 'south africa']"
Libya,CountryBordersWithCountry,['sudan']
Libya,CountryBordersWithCountry,['tunisia']
Libya,CountryBordersWithCountry,['niger']
Libya,CountryBordersWithCountry,['algeria']
Libya,CountryBordersWithCountry,['chad']
Libya,CountryBordersWithCountry,['egypt']
Liechtenstein,CountryBordersWithCountry,['austria']
Liechtenstein,CountryBordersWithCountry,['switzerland']
Luxembourg,CountryBordersWithCountry,['belgium']
Luxembourg,CountryBordersWithCountry,['germany']
Luxembourg,CountryBordersWithCountry,['france']
Madagascar,CountryBordersWithCountry,['mozambique']
Madagascar,CountryBordersWithCountry,['france']
Madagascar,CountryBordersWithCountry,['comoros']
Madagascar,CountryBordersWithCountry,['seychelles']
Malawi,CountryBordersWithCountry,['zambia']
Malawi,CountryBordersWithCountry,['mozambique']
Malawi,CountryBordersWithCountry,['tanzania']
Malaysia,CountryBordersWithCountry,['indonesia']
Malaysia,CountryBordersWithCountry,['singapore']
Malaysia,CountryBordersWithCountry,['thailand']
Malaysia,CountryBordersWithCountry,['brunei']
Malaysia,CountryBordersWithCountry,['philippines']
Mali,CountryBordersWithCountry,['niger']
Mali,CountryBordersWithCountry,['burkina faso']
Mali,CountryBordersWithCountry,['algeria']
Mali,CountryBordersWithCountry,['senegal']
Mali,CountryBordersWithCountry,['guinea']
Mali,CountryBordersWithCountry,['ivory coast']
Mali,CountryBordersWithCountry,['mauritania']
Marshall islands,CountryBordersWithCountry,['kiribati']
Marshall islands,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Marshall islands,CountryBordersWithCountry,['nauru']
Marshall islands,CountryBordersWithCountry,"['usa', 'united states of america']"
Mauritius,CountryBordersWithCountry,['NONE']
Moldova,CountryBordersWithCountry,['ukraine']
Moldova,CountryBordersWithCountry,['romania']
Monaco,CountryBordersWithCountry,['france']
Mongolia,CountryBordersWithCountry,['russia']
Mongolia,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Montenegro,CountryBordersWithCountry,['serbia']
Montenegro,CountryBordersWithCountry,['bosnia and herzegovina']
Montenegro,CountryBordersWithCountry,['kosovo']
Montenegro,CountryBordersWithCountry,['croatia']
Montenegro,CountryBordersWithCountry,['albania']
Namibia,CountryBordersWithCountry,['zambia']
Namibia,CountryBordersWithCountry,['angola']
Namibia,CountryBordersWithCountry,"['africa', 'south africa']"
Namibia,CountryBordersWithCountry,['botswana']
Nauru,CountryBordersWithCountry,['NONE']
Nepal,CountryBordersWithCountry,['india']
Nepal,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Nicaragua,CountryBordersWithCountry,['costa rica']
Nicaragua,CountryBordersWithCountry,['colombia']
Nicaragua,CountryBordersWithCountry,['honduras']
Niger,CountryBordersWithCountry,['burkina faso']
Niger,CountryBordersWithCountry,['benin']
Niger,CountryBordersWithCountry,['libya']
Niger,CountryBordersWithCountry,['mali']
Niger,CountryBordersWithCountry,['algeria']
Niger,CountryBordersWithCountry,['nigeria']
Niger,CountryBordersWithCountry,['chad']
North korea,CountryBordersWithCountry,"['china', ""people's republic of china""]"
North korea,CountryBordersWithCountry,['russia']
North korea,CountryBordersWithCountry,"['korea', 'south korea']"
North macedonia,CountryBordersWithCountry,['albania']
North macedonia,CountryBordersWithCountry,['greece']
North macedonia,CountryBordersWithCountry,['bulgaria']
North macedonia,CountryBordersWithCountry,['serbia']
North macedonia,CountryBordersWithCountry,['kosovo']
Norway,CountryBordersWithCountry,['sweden']
Norway,CountryBordersWithCountry,['russia']
Norway,CountryBordersWithCountry,['finland']
Oman,CountryBordersWithCountry,"['united arab emirates', 'uae']"
Oman,CountryBordersWithCountry,['iran']
Oman,CountryBordersWithCountry,['saudi arabia']
Oman,CountryBordersWithCountry,['yemen']
Palau,CountryBordersWithCountry,['philippines']
Palau,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Palau,CountryBordersWithCountry,['indonesia']
Papua new guinea,CountryBordersWithCountry,"['micronesia', 'federated states of micronesia']"
Papua new guinea,CountryBordersWithCountry,['indonesia']
Papua new guinea,CountryBordersWithCountry,['australia']
People's republic of china,CountryBordersWithCountry,['kyrgyzstan']
People's republic of china,CountryBordersWithCountry,['kazakhstan']
People's republic of china,CountryBordersWithCountry,['russia']
People's republic of china,CountryBordersWithCountry,['japan']
People's republic of china,CountryBordersWithCountry,['laos']
People's republic of china,CountryBordersWithCountry,"['korea', 'north korea']"
People's republic of china,CountryBordersWithCountry,['myanmar']
People's republic of china,CountryBordersWithCountry,['pakistan']
People's republic of china,CountryBordersWithCountry,['tajikistan']
People's republic of china,CountryBordersWithCountry,['vietnam']
People's republic of china,CountryBordersWithCountry,"['korea', 'south korea']"
People's republic of china,CountryBordersWithCountry,['afghanistan']
People's republic of china,CountryBordersWithCountry,['bhutan']
People's republic of china,CountryBordersWithCountry,['nepal']
People's republic of china,CountryBordersWithCountry,['mongolia']
People's republic of china,CountryBordersWithCountry,['india']
Philippines,CountryBordersWithCountry,['taiwan']
Philippines,CountryBordersWithCountry,['malaysia']
Philippines,CountryBordersWithCountry,['palau']
Philippines,CountryBordersWithCountry,['indonesia']
Qatar,CountryBordersWithCountry,['iran']
Qatar,CountryBordersWithCountry,['saudi arabia']
Republic of ireland,CountryBordersWithCountry,"['united kingdom', 'uk']"
Republic of ireland,CountryBordersWithCountry,"['ireland', 'northern ireland']"
Romania,CountryBordersWithCountry,['ukraine']
Romania,CountryBordersWithCountry,['bulgaria']
Romania,CountryBordersWithCountry,['serbia']
Romania,CountryBordersWithCountry,['hungary']
Romania,CountryBordersWithCountry,['moldova']
Russia,CountryBordersWithCountry,['georgia']
Russia,CountryBordersWithCountry,['kazakhstan']
Russia,CountryBordersWithCountry,"['korea', 'north korea']"
Russia,CountryBordersWithCountry,['ukraine']
Russia,CountryBordersWithCountry,['poland']
Russia,CountryBordersWithCountry,['finland']
Russia,CountryBordersWithCountry,['latvia']
Russia,CountryBordersWithCountry,['estonia']
Russia,CountryBordersWithCountry,"['usa', 'united states of america']"
Russia,CountryBordersWithCountry,['norway']
Russia,CountryBordersWithCountry,['japan']
Russia,CountryBordersWithCountry,['belarus']
Russia,CountryBordersWithCountry,['azerbaijan']
Russia,CountryBordersWithCountry,['mongolia']
Russia,CountryBordersWithCountry,['lithuania']
Russia,CountryBordersWithCountry,"['republic of abkhazia', 'abkhazia']"
Russia,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Russia,CountryBordersWithCountry,"['luhansk', ""luhansk people's republic""]"
Russia,CountryBordersWithCountry,"[""donetsk people's republic"", 'donetsk']"
Russia,CountryBordersWithCountry,"['south ossetia', 'ossetia']"
Saint lucia,CountryBordersWithCountry,['venezuela']
Sao tome and principe,CountryBordersWithCountry,['gabon']
Sao tome and principe,CountryBordersWithCountry,"['equatorial guinea', 'guinea']"
Sao tome and principe,CountryBordersWithCountry,['nigeria']
Senegal,CountryBordersWithCountry,"['the gambia', 'gambia']"
Senegal,CountryBordersWithCountry,['guinea-bissau']
Senegal,CountryBordersWithCountry,['mali']
Senegal,CountryBordersWithCountry,['guinea']
Senegal,CountryBordersWithCountry,['mauritania']
Serbia,CountryBordersWithCountry,['albania']
Serbia,CountryBordersWithCountry,"['north macedonia', 'macedonia']"
Serbia,CountryBordersWithCountry,['bulgaria']
Serbia,CountryBordersWithCountry,['romania']
Serbia,CountryBordersWithCountry,['hungary']
Serbia,CountryBordersWithCountry,['montenegro']
Serbia,CountryBordersWithCountry,['croatia']
Serbia,CountryBordersWithCountry,['kosovo']
Serbia,CountryBordersWithCountry,['bosnia and herzegovina']
Seychelles,CountryBordersWithCountry,['france']
Seychelles,CountryBordersWithCountry,['tanzania']
Seychelles,CountryBordersWithCountry,['comoros']
Seychelles,CountryBordersWithCountry,['madagascar']
Seychelles,CountryBordersWithCountry,['mauritius']
Sierra leone,CountryBordersWithCountry,['guinea']
Sierra leone,CountryBordersWithCountry,['liberia']
Singapore,CountryBordersWithCountry,['malaysia']
Singapore,CountryBordersWithCountry,['indonesia']
South sudan,CountryBordersWithCountry,['kenya']
South sudan,CountryBordersWithCountry,['ethiopia']
South sudan,CountryBordersWithCountry,"['africa', 'central african republic']"
South sudan,CountryBordersWithCountry,"['congo', 'democratic republic of the congo']"
South sudan,CountryBordersWithCountry,['uganda']
South sudan,CountryBordersWithCountry,['sudan']
Sri Lanka,CountryBordersWithCountry,['NONE']
State of palestine,CountryBordersWithCountry,['israel']
Suriname,CountryBordersWithCountry,['brazil']
Suriname,CountryBordersWithCountry,['guyana']
Suriname,CountryBordersWithCountry,['french guiana']
Suriname,CountryBordersWithCountry,['france']
Switzerland,CountryBordersWithCountry,['germany']
Switzerland,CountryBordersWithCountry,['liechtenstein']
Switzerland,CountryBordersWithCountry,['france']
Switzerland,CountryBordersWithCountry,['italy']
Switzerland,CountryBordersWithCountry,['austria']
Taiwan,CountryBordersWithCountry,['japan']
Taiwan,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Taiwan,CountryBordersWithCountry,['philippines']
Tonga,CountryBordersWithCountry,"['usa', 'united states of america']"
Tuvalu,CountryBordersWithCountry,['NONE']
Ukraine,CountryBordersWithCountry,['moldova']
Ukraine,CountryBordersWithCountry,['slovakia']
Ukraine,CountryBordersWithCountry,['hungary']
Ukraine,CountryBordersWithCountry,['romania']
Ukraine,CountryBordersWithCountry,['poland']
Ukraine,CountryBordersWithCountry,['belarus']
Ukraine,CountryBordersWithCountry,['russia']
United arab emirates,CountryBordersWithCountry,['iran']
United arab emirates,CountryBordersWithCountry,['oman']
United arab emirates,CountryBordersWithCountry,['saudi arabia']
United states of america,CountryBordersWithCountry,['mexico']
United states of america,CountryBordersWithCountry,['canada']
Vietnam,CountryBordersWithCountry,"['china', ""people's republic of china""]"
Vietnam,CountryBordersWithCountry,['laos']
Vietnam,CountryBordersWithCountry,['cambodia']
Zambia,CountryBordersWithCountry,['botswana']
Zambia,CountryBordersWithCountry,"['congo', 'democratic republic of the congo']"
Zambia,CountryBordersWithCountry,['malawi']
Zambia,CountryBordersWithCountry,['zimbabwe']
Zambia,CountryBordersWithCountry,['angola']
Zambia,CountryBordersWithCountry,['tanzania']
Zambia,CountryBordersWithCountry,['namibia']
Zambia,CountryBordersWithCountry,['mozambique']
